"","X","Session_ID","Video_ID","Colour_code","State","Condition","Bird_desc","Sat_ID","Fm_ID","Time","Date","Date2","Week","Combo_lek_week","Combo_lek","Female_max_id","Total_visit_nr_all_females","Visit_occurrence","Total_visit_duration_all_females","Total_nr_display","Total_nr_display_with_Sat","Total_nr_display_Res_ind","Total_nr_display_Sat_ind","Display_percentage","Female_cop_max_id","Interrupted_copulations_nr_OtherR","Interrupted_copulations_nr_OtherS","Interrupted_copulations_nr_PartnerR","Interrupted_copulations_nr_PartnerS","Successful_copulations_nr","Interrupted_total","Female_mount_max_id","Mount_nr","Female_max_crouching_id","Crouching_nr","Copulation_attempt","Copulation_nr","Copulation_occurrence_successful","Copulation_occurrence","Total_successful_copulations","Total_copulation_nr","Total_copulation_occurrence","Total_nr_display_30","Visits_longest_s","Lek_hierarchy","Co.display_total_nr_session","Co.display_total_duration_s_session","Co.display_duration_mean_s_session","Co.display_duration_std_dev_session","Single_display_total_nr_session","Single_display_total_duration_s_session","Single_display_duration_mean_s_session","Single_display_duration_std_dev_session","Single_display_to_female_total_nr_session","Single_display_to_female_total_duration_s_session","Single_display_to_female_duration_mean_s_session","Single_display_to_female_duration_std_dev_session","Single_display_to_satellite_total_nr_session","Single_display_to_satellite_total_duration_s_session","Single_display_to_satellite_duration_mean_s_session","Single_display_to_satellite_duration_std_dev_session","Single_display_to_both_total_nr_session","Single_display_to_both_total_duration_s_session","Single_display_to_both_duration_mean_s_session","Single_display_to_both_duration_std_dev_session","Paired_state_total_nr_session","Paired_state_total_duration_s_session","Paired_state_duration_mean_s_session","Paired_state_duration_std_dev_session","Lek_codisplay_nr","Lek_codisplay_dur_s","Lek_codisplay_occ","Cop_session","Aggression_total","Fight_dur_s","Subject","Behavior"
"499",499,"602_Fm2_a_Satellite","Lek3_2021_602_a","GO|LbY","Unpaired","Satellite","Grey Tiger",NA,"Fm2","a",602,28,"7a","1_Lek3_7a","1_Lek3",1,1,1,35.809,3,3,1,0,50,1,0,0,0,0,1,0,1,4,1,7,5,1,1,1,1,1,1,2,35.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,NA,NA
"500",500,"602_Fm2_m_Satellite","Lek3_2021_602_m","BlW|PP","Paired","Satellite","black/white",NA,"Fm2","m",602,28,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"501",501,"602_Fm2_m_Satellite","Lek3_2021_602_m","BlW|PP","Unpaired","Satellite","black/white",NA,"Fm2","m",602,28,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,NA,NA
"502",502,"602_Fm2_m_Satellite","Lek3_2021_602_m","GLb|GY","Paired","Satellite","brown black",NA,"Fm2","m",602,28,"7m","1_Lek3_7m","1_Lek3",2,6,1,349.44,6,12,1,1,100,1,0,0,0,0,1,0,0,0,1,7,1,1,1,1,NA,NA,NA,3,191.1,1,75,1665,31,15,14,65,3.9,3.5,14,65.497,3.9,3.5,NA,NA,NA,NA,NA,NA,NA,NA,1,1794.504,1794.5,NA,NA,NA,NA,1,NA,NA,NA,NA
"503",503,"602_Fm2_m_Satellite","Lek3_2021_602_m","GLb|GY","Unpaired","Satellite","brown black",NA,"Fm2","m",602,28,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,1,NA,NA,NA,NA,1,5,5.5,NA,1,5.497,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1241.007,1,1,21,1.36,NA,NA
"504",504,"602_Fm2_m_Satellite","Lek3_2021_602_m","GO|LbY","Paired","Satellite","Grey Tiger",NA,"Fm2","m",602,28,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"505",505,"602_Fm2_m_Satellite","Lek3_2021_602_m","GO|LbY","Unpaired","Satellite","Grey Tiger",NA,"Fm2","m",602,28,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,2,2,1,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,9,0,NA,NA
"506",506,"603_Fm1_a_Marginal","Lek1_2021_603_a","DbLb|LbY","Unpaired","Marginal","black/red face",NA,"Fm1","a",603,29,"7a","1_Lek1_7a","1_Lek1",1,3,1,75.176,5,5,1,NA,83.3,1,0,0,0,0,4,0,0,0,1,1,4,4,1,1,4,4,1,2,49.9,1,NA,NA,NA,NA,103,1755,16.18,16.94,103,1755.196,16.18,16.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,28,0,NA,NA
"507",507,"603_Fm1_a_Marginal","Lek1_2021_603_a","RG|LbDb","Unpaired","Marginal","white",NA,"Fm1","a",603,29,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,NA,NA
"508",508,"603_Fm1_a_Marginal","Lek1_2021_603_a","XO|XX","Unpaired","Marginal","black/grey/beige",NA,"Fm1","a",603,29,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,5,0,NA,NA
"509",509,"603_Fm1_m_Marginal","Lek1_2021_603_m","DbLb|LbY","Unpaired","Marginal","black/black (red face)",NA,"Fm1","m",603,29,"7m","1_Lek1_7m","1_Lek1",1,5,1,85.115,6,6,1,NA,100,2,0,0,0,0,4,0,2,2,2,7,6,4,1,1,4,4,1,3,24.4,1,NA,NA,NA,NA,65,1728,26.85,28.8,65,1728.419,26.85,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,24,0,NA,NA
"510",510,"603_Fm1_m_Marginal","Lek1_2021_603_m","RG|LbDb","Unpaired","Marginal","white-grey/black",NA,"Fm1","m",603,29,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA
"511",511,"603_Fm1_m_Marginal","Lek1_2021_603_m","XO|XX","Unpaired","Marginal","grey tiger/grey",NA,"Fm1","m",603,29,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6,0.32,NA,NA
"512",512,"603_Fm2_a_Satellite","Lek3_2021_603_a","BlW|PP","Paired","Satellite","black/white",NA,"Fm2","a",603,29,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"513",513,"603_Fm2_a_Satellite","Lek3_2021_603_a","BlW|PP","Unpaired","Satellite","black/white",NA,"Fm2","a",603,29,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA
"514",514,"603_Fm2_a_Satellite","Lek3_2021_603_a","GLb|GY","Paired","Satellite","brown black",NA,"Fm2","a",603,29,"7a","1_Lek3_7a","1_Lek3",1,2,1,20.523,6,12,1,1,100,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,3,14.2,1,44,1524,36,31.57,23,263,10.76,5.51,23,263.187,10.76,5.51,NA,NA,NA,NA,NA,NA,NA,NA,1,1799.898,1799.9,NA,NA,NA,NA,0,NA,NA,NA,NA
"515",515,"603_Fm2_a_Satellite","Lek3_2021_603_a","GLb|GY","Unpaired","Satellite","brown black",NA,"Fm2","a",603,29,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,NA,NA
"516",516,"603_Fm2_a_Satellite","Lek3_2021_603_a","GO|LbY","Paired","Satellite","Grey Tiger",NA,"Fm2","a",603,29,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"517",517,"603_Fm2_a_Satellite","Lek3_2021_603_a","GO|LbY","Unpaired","Satellite","Grey Tiger",NA,"Fm2","a",603,29,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,3,3,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA
"518",518,"603_Fm2_m_Satellite","Lek3_2021_603_m","BlW|PP","Paired","Satellite","black/white",NA,"Fm2","m",603,29,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"519",519,"603_Fm2_m_Satellite","Lek3_2021_603_m","BlW|PP","Unpaired","Satellite","black/white",NA,"Fm2","m",603,29,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA
"520",520,"603_Fm2_m_Satellite","Lek3_2021_603_m","GLb|GY","Paired","Satellite","brown black",NA,"Fm2","m",603,29,"7m","1_Lek3_7m","1_Lek3",1,3,1,59.668,5,10,1,1,83.3,1,0,0,0,0,2,0,1,2,1,7,4,2,1,1,NA,NA,NA,3,24.4,1,73,1463,14,13.48,27,309,13.44,8.72,27,308.982,13.44,8.72,NA,NA,NA,NA,NA,NA,NA,NA,1,1794.762,1794.76,NA,NA,NA,NA,1,NA,NA,NA,NA
"521",521,"603_Fm2_m_Satellite","Lek3_2021_603_m","GLb|GY","Unpaired","Satellite","brown black",NA,"Fm2","m",603,29,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,1,1,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,NA,0,1,NA,NA,NA,NA,1,5,5,NA,1,5.001,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,917.04,1,1,14,0,NA,NA
"522",522,"603_Fm2_m_Satellite","Lek3_2021_603_m","GO|LbY","Paired","Satellite","Grey Tiger",NA,"Fm2","m",603,29,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"523",523,"603_Fm2_m_Satellite","Lek3_2021_603_m","GO|LbY","Unpaired","Satellite","Grey Tiger",NA,"Fm2","m",603,29,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA
"524",524,"604_Fm1_a_Marginal","Lek1_2021_604_a","DbLb|LbY","Unpaired","Marginal","black/red face",NA,"Fm1","a",604,30,"7a","1_Lek1_7a","1_Lek1",1,10,1,231.36,6,6,1,NA,100,2,0,0,0,0,11,0,2,3,2,17,14,11,1,1,11,11,1,3,94.5,1,NA,NA,NA,NA,57,1637,25.97,19.84,57,1636.853,25.97,19.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,25,1.68,NA,NA
"525",525,"604_Fm1_a_Marginal","Lek1_2021_604_a","RG|LbDb","Unpaired","Marginal","white",NA,"Fm1","a",604,30,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,4,4,1,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,4,0,NA,NA
"526",526,"604_Fm1_a_Marginal","Lek1_2021_604_a","XO|XX","Unpaired","Marginal","black/grey/beige",NA,"Fm1","a",604,30,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,5,2.121,NA,NA
"527",527,"604_Fm1_m_Marginal","Lek1_2021_604_m","DbLb|LbY","Unpaired","Marginal","black/red face",NA,"Fm1","m",604,30,"7m","1_Lek1_7m","1_Lek1",2,12,1,575.04,6,6,1,NA,100,2,1,0,0,0,11,1,1,4,2,43,16,12,1,1,11,12,1,3,277.1,1,NA,NA,NA,NA,101,1616,16.52,17.1,101,1616.299,16.52,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,38,4.16,NA,NA
"528",528,"604_Fm1_m_Marginal","Lek1_2021_604_m","RG|LbDb","Unpaired","Marginal","white",NA,"Fm1","m",604,30,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,4,4,1,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,9,0,NA,NA
"529",529,"604_Fm1_m_Marginal","Lek1_2021_604_m","XO|XX","Unpaired","Marginal","black/grey/beige",NA,"Fm1","m",604,30,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,16,0,NA,NA
"530",530,"604_Fm2_a_Satellite","Lek3_2021_604_a","BlW|PP","Paired","Satellite","black/white",NA,"Fm2","a",604,30,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"531",531,"604_Fm2_a_Satellite","Lek3_2021_604_a","BlW|PP","Unpaired","Satellite","black/white",NA,"Fm2","a",604,30,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA
"532",532,"604_Fm2_a_Satellite","Lek3_2021_604_a","GLb|GY","Paired","Satellite","brown black",NA,"Fm2","a",604,30,"7a","1_Lek3_7a","1_Lek3",2,6,1,721.654,6,12,1,1,100,0,0,0,0,0,0,0,1,1,1,7,1,0,0,0,NA,NA,NA,3,294.3,1,50,1481,27,25.28,13,170,15.59,11.76,13,169.666,15.59,11.76,NA,NA,NA,NA,NA,NA,NA,NA,1,1799.244,1799.24,NA,NA,NA,NA,0,NA,NA,NA,NA
"533",533,"604_Fm2_a_Satellite","Lek3_2021_604_a","GLb|GY","Unpaired","Satellite","brown black",NA,"Fm2","a",604,30,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,290.976,1,0,10,0,NA,NA
"534",534,"604_Fm2_a_Satellite","Lek3_2021_604_a","GO|LbY","Paired","Satellite","Grey Tiger",NA,"Fm2","a",604,30,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"535",535,"604_Fm2_a_Satellite","Lek3_2021_604_a","GO|LbY","Unpaired","Satellite","Grey Tiger",NA,"Fm2","a",604,30,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,4,4,1,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA
"536",536,"604_Fm2_m_Satellite","Lek3_2021_604_m","BlW|PP","Paired","Satellite","black/white",NA,"Fm2","m",604,30,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"537",537,"604_Fm2_m_Satellite","Lek3_2021_604_m","BlW|PP","Unpaired","Satellite","black/white",NA,"Fm2","m",604,30,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA
"538",538,"604_Fm2_m_Satellite","Lek3_2021_604_m","GLb|GY","Paired","Satellite","brown black",NA,"Fm2","m",604,30,"7m","1_Lek3_7m","1_Lek3",2,9,1,661.859,6,12,1,1,100,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,NA,NA,NA,3,237.5,1,69,1625,16,21.15,4,44,11.06,7.31,4,44.244,11.06,7.31,NA,NA,NA,NA,NA,NA,NA,NA,1,1793.192,1793.19,NA,NA,NA,NA,0,NA,NA,NA,NA
"539",539,"604_Fm2_m_Satellite","Lek3_2021_604_m","GLb|GY","Unpaired","Satellite","brown black",NA,"Fm2","m",604,30,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.999,6,NA,NA,NA,NA,NA,7,1789.265,1,0,6,0,NA,NA
"540",540,"604_Fm2_m_Satellite","Lek3_2021_604_m","GO|LbY","Paired","Satellite","Grey Tiger",NA,"Fm2","m",604,30,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"541",541,"604_Fm2_m_Satellite","Lek3_2021_604_m","GO|LbY","Unpaired","Satellite","Grey Tiger",NA,"Fm2","m",604,30,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,3,3,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4,0,NA,NA
"542",7,"515_Fm2_m_Satellite","Lek3_2021_515_m","Satellite","Paired","Satellite",NA,NA,"Fm2","m",515,10,"4","2_Lek3_4","2_Lek3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satellite paired","Copulation"
"543",8,"515_Fm2_m_Satellite","Lek3_2021_515_m","Satellite","Unpaired","Satellite",NA,NA,"Fm2","m",515,10,"4","2_Lek3_4","2_Lek3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satellite unpaired","Copulation"
"544",10,"516_Fm2_a_Satellite","Lek3_2021_516_a","Satellite","Paired","Satellite",NA,NA,"Fm2","a",516,11,"4","2_Lek3_4","2_Lek3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satellite paired","Copulation"
"545",13,"517_Fm2_m_Satellite","Lek3_2021_517_m","Satellite","Paired","Satellite",NA,NA,"Fm2","m",517,12,"4","2_Lek3_4","2_Lek3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satellite paired","Copulation"
"546",15,"518_Fm1_a_Satellite","Lek1_2021_518_a","Satellite","Paired","Satellite",NA,NA,"Fm1","a",518,13,"5","3_Lek1_5","3_Lek1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,1,NA,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satellite paired","Copulation"
"547",16,"518_Fm1_a_Satellite","Lek1_2021_518_a","Satellite","Unpaired","Satellite",NA,NA,"Fm1","a",518,13,"5","3_Lek1_5","3_Lek1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satellite unpaired","Copulation"
"548",19,"520_Fm1_a_Satellite","Lek1_2021_520_a","Satellite","Paired","Satellite",NA,NA,"Fm1","a",520,15,"5","3_Lek1_5","3_Lek1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satellite paired","Copulation"
"549",24,"521_Fm2_m_Satellite","Lek4_2021_521_m","Satellite","Paired","Satellite",NA,NA,"Fm2","m",521,16,"5","3_Lek4_5","3_Lek4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,4,0,4,4,NA,NA,NA,NA,NA,8,NA,1,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satellite paired","Copulation"
"550",27,"522_Fm1_a_Satellite","Lek2_2021_522_a","Satellite","Paired","Satellite",NA,NA,"Fm1","a",522,17,"5","3_Lek2_5","3_Lek2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,0,0,2,NA,NA,NA,NA,NA,2,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satellite paired","Copulation"
